state,district,maturity_pct,biometric_backlog_vol,migration_pct,total_workload
Uttarakhand,Dehradun,3277.0181781609194,-56212.0,962.2820545977011,200610.0
Telangana,Nalgonda,2864.801218583397,-72074.0,652.7669725818736,199828.0
Assam,Nagaon,3382.681181599519,-33430.0,1122.6842032471438,199461.0
Rajasthan,Churu,5092.394543973941,-58946.0,1365.6173167752443,198432.0
Gujarat,Bhavnagar,3596.0701149999995,-56741.0,763.8392425000001,196753.0
Madhya Pradesh,Betul,6968.621657568238,-61205.0,979.2197220843673,196404.0
Bihar,Gopalganj,5464.763979033728,-40611.0,1953.9240519598907,196127.0
Kerala,Thrissur,1231.8168964006718,-53114.0,252.20294005986713,195893.0
Tamil Nadu,Tiruvannamalai,2432.9840702351485,-73978.0,504.3537840346535,195744.0
Telangana,Karimnagar,2125.6236097298747,-61322.0,519.6720870850692,195736.0
Madhya Pradesh,Ratlam,11532.405069230768,-75318.0,2789.1136076923076,193779.0
Chhattisgarh,Mahasamund,21773.145659574468,-26006.0,10164.852170212765,191496.0
Uttar Pradesh,Siddharthnagar,5811.256624869383,-58578.0,1981.8253866248695,190641.0
Jharkhand,East Singhbhum,5192.4018664192945,-52774.0,1100.8510834879405,189110.0
Uttarakhand,Haridwar,6792.13185647426,-79051.0,1616.8214664586585,187022.0
Punjab,Patiala,6763.721476578412,-49957.0,1930.6245875763748,185539.0
Madhya Pradesh,Balaghat,7495.530982776089,-64459.0,1822.3722948328268,185205.0
Uttar Pradesh,Mirzapur,7373.118048635824,-68880.0,2373.890990510083,185150.0
Uttar Pradesh,Sambhal,6176.475485362095,-71754.0,2224.7318233179253,184808.0
Odisha,Cuttack,2596.1979824413306,-60954.0,473.20529799088297,183844.0
Maharashtra,Washim,9645.283335907336,-41107.0,1999.8793127413128,183529.0
Bihar,Aurangabad,4392.313756926487,-42547.0,1455.3699408939785,183059.0
Jharkhand,West Singhbhum,7216.255581649372,-53942.0,1324.0924849808846,182416.0
Punjab,Jalandhar,2638.513909444163,-46704.0,473.2017080587937,182280.0
Uttar Pradesh,Basti,4385.559186390532,-62716.0,1295.305096153846,181402.0
Gujarat,Kachchh,2775.141676646707,-60348.0,621.433631308811,179477.0
Madhya Pradesh,Damoh,11953.346326699833,-69208.0,2110.888474295191,179074.0
Maharashtra,Ratnagiri,2345.0628582603254,-53004.0,476.9602096370463,178122.0
Maharashtra,Gadchiroli,9326.858677285318,-35544.0,1832.8198060941827,177883.0
Madhya Pradesh,Guna,8213.93753896104,-72414.0,1465.4728311688314,177331.0
West Bengal,Kolkata,1696.4547270742357,-21236.0,708.2981209061135,177104.0
Bihar,Banka,4320.8881536133185,-42991.0,1277.6569958380628,176074.0
Uttar Pradesh,Jhansi,5343.231569664903,-62403.0,1567.3816754850088,176040.0
Tamil Nadu,Thoothukkudi,1865.7820185974429,-63077.0,279.6176572387963,174377.0
Tamil Nadu,Pudukkottai,2516.932687323944,-45275.0,458.76956431924884,173456.0
Uttar Pradesh,Balrampur,6902.623526501766,-60952.0,2387.6889045936396,172190.0
Punjab,Gurdaspur,4041.332618306351,-35342.0,962.0957347447073,171628.0
Telangana,Medak,1870.6059372223867,-57387.0,358.43234675747703,171558.0
Kerala,Kollam,1556.1625811163276,-45545.0,317.8268429838289,171490.0
Uttar Pradesh,Sultanpur,3265.7839563262687,-53876.0,1073.5876461143225,170987.0
Telangana,Nizamabad,2735.1134652613464,-54801.0,656.5067519896752,170958.0
Tamil Nadu,Krishnagiri,3712.0227380615993,-67141.0,857.507564283696,170698.0
Madhya Pradesh,Vidisha,9187.524604927783,-58675.0,1744.6419201359388,169588.0
Kerala,Kannur,1619.0605998375681,-44487.0,369.3616057547279,168445.0
Uttar Pradesh,Chandauli,5421.988327850878,-56277.0,1898.5013870614034,166833.0
Tamil Nadu,Virudhunagar,2372.5526074972436,-52339.0,508.91549062844547,165894.0
Rajasthan,Banswara,6326.320778341794,-47913.0,2652.855160744501,165783.0
Bihar,Nawada,4219.216535532995,-34859.0,1323.9048434856174,165352.0
Uttar Pradesh,Amroha,8026.977112299464,-57900.0,2931.6189763178,165272.0
Karnataka,Belgaum,1505.6032905471554,-37983.0,345.3413434134668,165252.0
Jharkhand,Bokaro,3807.621981104222,-41629.0,1107.1475583111899,165116.0
Madhya Pradesh,Sidhi,13117.80752341311,-71132.0,2139.59087408949,164881.0
Haryana,Hisar,6911.378354357798,-47407.0,1752.4564506880733,164658.0
Rajasthan,Kota,4298.098217890706,-41115.0,1622.17084928646,164313.0
Chhattisgarh,Surguja,10390.65983435048,-25922.0,4651.789886660855,163342.0
Uttar Pradesh,Sonbhadra,6158.2808523908525,-68086.0,1718.2523596673598,163272.0
Haryana,Gurgaon,4176.73582032737,-29046.0,2026.1834982870193,162535.0
Gujarat,Kheda,2680.494012779553,-43233.0,574.4983791267306,162454.0
Uttar Pradesh,Mau,4688.232485497546,-43387.0,1651.6200401606425,161829.0
Madhya Pradesh,Dewas,7226.7225684210525,-46901.0,1313.0544,161316.0
Uttar Pradesh,Shamli,9736.311922330096,-57901.0,2679.829718446602,161285.0
Uttar Pradesh,Kaushambi,7421.4872452565005,-68877.0,2285.303773717498,159747.0
Rajasthan,Dungarpur,4732.489369442199,-46908.0,2173.1478779304766,159605.0
Rajasthan,Jalor,4781.87682063882,-43038.0,1645.3404373464373,159518.0
Uttar Pradesh,Amethi,3249.1633950969212,-52873.0,1048.336961231471,159104.0
Chhattisgarh,Korba,7169.680550673696,-29084.0,2340.4175571177507,158009.0
Chhattisgarh,Bastar,9438.08679755672,-21477.0,3010.0276788830715,156669.0
Tamil Nadu,Namakkal,2437.455034207526,-40357.0,404.9966685670848,156393.0
Uttar Pradesh,Banda,7041.017991803278,-52455.0,2336.540581967213,156280.0
Rajasthan,Jhunjhunun,2596.6364756828784,-41865.0,588.8330113257828,155977.0
Madhya Pradesh,Singrauli,10861.780906593407,-69884.0,2069.756584249084,154836.0
Madhya Pradesh,Shajapur,6341.038980730223,-56470.0,690.6831186612577,154821.0
Tamil Nadu,Villupuram,1557.1005673581606,-77094.0,215.2306385903524,154401.0
Rajasthan,Hanumangarh,6602.577709880069,-38552.0,2280.586818960594,153906.0
Karnataka,Raichur,3691.985689300411,-45548.0,678.0682956104253,153529.0
Uttar Pradesh,Faizabad,3026.9179284934494,-59893.0,886.6436981441047,153277.0
Madhya Pradesh,Raisen,6606.4716016548455,-60434.0,1012.3775768321514,152792.0
Rajasthan,Ganganagar,4352.632584650113,-40797.0,1277.2608577878104,152778.0
Chhattisgarh,Bemetara,13496.157473928159,-30633.0,3079.942410196987,152455.0
Uttar Pradesh,Ambedkar Nagar,3340.592420106525,-48189.0,1104.0893475366179,151802.0
Assam,Barpeta,3758.2755228005526,-53718.0,1112.6730677107323,151765.0
Gujarat,Dahod,5988.0762261580385,-54557.0,994.3099863760218,150838.0
Uttar Pradesh,Sant Kabir Nagar,5882.683668197474,-49536.0,1861.6651549942596,150467.0
Gujarat,Anand,2136.868258797654,-44836.0,391.09836693548385,149211.0
Madhya Pradesh,Katni,6719.185180467091,-44143.0,1500.3818117480537,148883.0
Maharashtra,Wardha,6780.500023323614,-38609.0,927.4653644314869,148686.0
Rajasthan,Dausa,4235.182893081761,-50994.0,1016.8856249999999,148346.0
Maharashtra,Gondia,7997.410860557769,-32009.0,2211.4866294820717,147903.0
Odisha,Kendujhar,2976.861846768156,-42136.0,693.6765834789119,147345.0
West Bengal,Cooch Behar,2093.816325886991,-12478.0,1098.50464651774,147074.0
Uttar Pradesh,Etah,5204.595064683052,-55798.0,1671.5497930142303,145579.0
Jharkhand,Garhwa,9649.551655629139,-36389.0,1767.8356575212867,144691.0
Rajasthan,Jhalawar,5630.542783505154,-37163.0,2423.230303550974,144075.0
Madhya Pradesh,Sehore,6387.467682003495,-49163.0,722.2354688410018,143517.0
Gujarat,Mahesana,2502.140173035328,-37231.0,565.0628358567652,141400.0
Odisha,Baleswar,2370.28652757079,-54274.0,439.54924206940603,141239.0
Madhya Pradesh,Seoni,6999.907762237763,-39689.0,2119.539529561348,140624.0
Odisha,Koraput,3735.0264457417584,-43562.0,649.5133241758242,140373.0
Rajasthan,Baran,6893.7691027496385,-35451.0,2836.73515195369,140069.0
Tamil Nadu,Dharmapuri,3335.7020727040813,-60607.0,586.113912627551,139722.0
Bihar,Jamui,6724.085774424147,-39751.0,1923.5015806195395,139475.0
Haryana,Sirsa,8029.348005886681,-36735.0,2163.3955776306107,139173.0
Madhya Pradesh,Bhind,3545.283954198473,-42182.0,1117.2657557251907,138698.0
Madhya Pradesh,Panna,8271.812933450086,-46295.0,1585.3103940455342,137951.0
Rajasthan,Dholpur,6950.453007103394,-41388.0,3022.746716653512,137607.0
Odisha,Balangir,3761.048651196519,-43163.0,710.4490862944162,137327.0
Madhya Pradesh,Mandsaur,5965.455640738668,-39043.0,1291.8000447677673,137208.0
Uttar Pradesh,Mainpuri,4043.5715483539093,-41606.0,1509.6379012345678,136506.0
Gujarat,Junagadh,2448.269986740331,-28693.0,442.8250674033149,136173.0
Uttar Pradesh,Farrukhabad,4123.352975243148,-50868.0,1436.2655702917773,135876.0
Madhya Pradesh,Shahdol,6879.531138581652,-40294.0,1603.4564541314248,135683.0
Uttar Pradesh,Kanpur Dehat,4399.964210526316,-48992.0,1545.5658097165992,135290.0
Bihar,Kaimur (Bhabua),7193.098602344454,-33717.0,2038.0339945897206,135201.0
Madhya Pradesh,Jhabua,7100.813167701863,-43610.0,1854.8410869565216,134813.0
Gujarat,Panchmahals,3653.2592889390517,-33566.0,618.9662076749436,134656.0
Odisha,Kalahandi,4195.39820804551,-38801.0,901.0348638764729,134414.0
Andhra Pradesh,Hyderabad,2084.8850373634796,-18872.0,338.3510883310979,133855.0
Odisha,Bhadrak,2802.0178651987108,-48426.0,537.6580531686359,133668.0
Chandigarh,Chandigarh,5449.745226179019,-46308.0,1912.8718286814246,133524.0
Uttar Pradesh,Hathras,5166.442766081872,-55463.0,1597.0354736842105,132371.0
Uttar Pradesh,Etawah,5169.123607918264,-46537.0,1503.3458939974457,131175.0
Jharkhand,Hazaribagh,4071.5061554710605,-33734.0,1430.14192226447,131134.0
Gujarat,Surendra Nagar,3279.540196656834,-39410.0,651.4486692887577,130970.0
Tamil Nadu,Ramanathapuram,2084.62272033575,-40620.0,391.90603967951165,130879.0
Haryana,Karnal,6966.36950515464,-28160.0,1596.1035738831617,130852.0
Karnataka,Dharwad,2980.108701990468,-36102.0,672.5517017101205,130850.0
Maharashtra,Bhandara,5571.399796769151,-29331.0,1089.9792756644085,130826.0
Jharkhand,Gumla,5214.468604516503,-28876.0,1257.4305848291835,130812.0
Rajasthan,Karauli,3588.5158229426434,-43449.0,1122.0044846217788,130606.0
Chhattisgarh,Mungeli,14221.407791044778,-24199.0,5337.332805970149,130565.0
Haryana,Sonipat,4777.73805130735,-29556.0,1319.1548791317218,130324.0
Assam,Dhubri,3640.4796364541835,-30839.0,1589.1455179282868,129974.0
Punjab,Bathinda,5447.284875066453,-39712.0,1131.3718819776714,129650.0
Jharkhand,Godda,7729.268976582828,-40687.0,2169.742914137034,129230.0
Haryana,Yamuna Nagar,7504.422935435435,-29607.0,2014.216981981982,129185.0
Punjab,Hoshiarpur,2099.6053839422448,-30093.0,432.0052176766572,128832.0
Odisha,Sundergarh,2185.1058451406907,-43754.0,448.6670305328278,128698.0
Rajasthan,Tonk,5517.120450097847,-36945.0,1795.2499478147422,127455.0
Gujarat,Sabarkantha,2485.466698066435,-33196.0,546.4104090233019,127259.0
Jammu And Kashmir,Jammu,2533.195155566984,-40577.0,475.4660426844947,127028.0
Karnataka,Bagalkot,2718.5111180300028,-33519.0,616.1816982734221,126914.0
Haryana,Panipat,5971.368041152264,-25383.0,1779.0513004115228,126839.0
Odisha,Nabarangapur,6114.71395044735,-40530.0,1143.5864487267722,126810.0
